Cell,meta_cluster
BM1_bcGRPI,HSC/MPP
BM1_bcHUOE,HSC/MPP
BM1_bcERMY,Erythroid
BM1_bcBWHV,Erythroid
BM1_bcBFFX,Platelet
BM1_bcDGPC,Erythroid
BM1_bcDXDI,Erythroid
BM1_bcEBSX,Erythroid
BM1_bcDVXW,Erythroid
BM1_bcENAB,Erythroid
BM1_bcCSLA,Erythroid
BM1_bcFQXI,Erythroid
BM1_bcEHID,Erythroid
BM1_bcCFVI,Erythroid
BM1_bcEXUL,Erythroid
BM1_bcEVGB,Erythroid
BM1_bcBUXK,Erythroid
BM1_bcFYSH,Erythroid
BM1_bcCKJD,Erythroid
BM1_bcCEOO,Erythroid
BM1_bcBOMR,Erythroid
BM1_bcGTJM,Erythroid
BM1_bcCXFI,HSC/MPP
BM1_bcFAYO,Erythroid
BM1_bcALJA,Erythroid
BM1_bcICXG,Erythroid
BM1_bcDZGA,Erythroid
BM1_bcAJJT,Erythroid
BM1_bcBGMG,Erythroid
BM1_bcHFAV,Erythroid
BM1_bcFUHA,Erythroid
BM1_bcCHEV,Erythroid
BM1_bcFJRF,Erythroid
BM1_bcGQGQ,Erythroid
BM1_bcDOPH,Erythroid
BM1_bcAVOJ,Erythroid
BM1_bcCALX,Erythroid
BM1_bcIIIZ,Erythroid
BM1_bcHIAI,Erythroid
BM1_bcBNME,Erythroid
BM1_bcBFHB,Erythroid
BM1_bcCZZD,Erythroid
BM1_bcCKIE,Erythroid
BM1_bcDBDG,Erythroid
BM1_bcHTBE,Erythroid
BM1_bcFJXU,Erythroid
BM1_bcBJSO,Basophil
BM1_bcGJTO,Erythroid
BM1_bcFZZD,Erythroid
BM1_bcDHJH,Erythroid
BM1_bcHKEB,Erythroid
BM1_bcCPUH,Erythroid
BM1_bcIJAS,Erythroid
BM1_bcHXSW,Erythroid
BM1_bcAGZS,Erythroid
BM1_bcBJAT,Erythroid
BM1_bcCVAF,Erythroid
BM1_bcHBFM,Erythroid
BM1_bcHRGJ,Erythroid
BM1_bcHTHK,Erythroid
BM1_bcEQGH,Erythroid
BM1_bcDRKW,Erythroid
BM1_bcCRGC,Erythroid
BM1_bcDRKL,Erythroid
BM1_bcDBZD,Erythroid
BM1_bcDFFL,Erythroid
BM1_bcAOLQ,Erythroid
BM1_bcBAOX,Erythroid
BM1_bcFVGW,Basophil
BM1_bcBJDA,Erythroid
BM1_bcCLRS,Erythroid
BM1_bcDXVI,Erythroid
BM1_bcGUAG,Erythroid
BM1_bcGZIT,Erythroid
BM1_bcCHGC,Erythroid
BM1_bcFMWX,Erythroid
BM1_bcDSIO,Erythroid
BM1_bcFEWU,Erythroid
BM1_bcCPPV,Erythroid
BM1_bcFIER,Erythroid
BM1_bcGNVV,Erythroid
BM1_bcGCTK,Erythroid
BM1_bcGKBN,Erythroid
BM1_bcIDCD,Erythroid
BM1_bcCQAP,Erythroid
BM1_bcGKYL,Erythroid
BM1_bcBRKX,Erythroid
BM1_bcFNWZ,Erythroid
BM1_bcARCZ,Erythroid
BM1_bcGHDU,Erythroid
BM1_bcEEAR,Erythroid
BM1_bcCDAO,Erythroid
BM1_bcAFOU,Platelet
BM1_bcFYEF,Erythroid
BM1_bcHUFO,Erythroid
BM1_bcBKCR,Erythroid
BM1_bcHIIU,Erythroid
BM1_bcHSVK,Erythroid
BM1_bcDWER,Erythroid
BM1_bcDJTX,Erythroid
BM1_bcCATK,Erythroid
BM1_bcCNTG,Erythroid
BM1_bcEOMA,Erythroid
BM1_bcEBUU,Erythroid
BM1_bcDNKG,Erythroid
BM1_bcBTAZ,Erythroid
BM1_bcDQDL,Erythroid
BM1_bcAUKS,Erythroid
BM1_bcHPCK,Erythroid
BM1_bcAXIN,Erythroid
BM1_bcCWYH,Erythroid
BM1_bcBJNG,Erythroid
BM1_bcAUOJ,Erythroid
BM1_bcBPLH,Erythroid
BM1_bcBDPM,Erythroid
BM1_bcHRNM,Erythroid
BM1_bcGJCQ,Erythroid
BM1_bcBIHO,Erythroid
BM1_bcGCJT,Erythroid
BM1_bcCUWP,Erythroid
BM1_bcCUQT,Erythroid
BM1_bcGGGM,Erythroid
BM1_bcCVEK,Erythroid
BM1_bcFBUG,Erythroid
BM1_bcEGVW,Erythroid
BM1_bcEKVM,Erythroid
BM1_bcEABL,Basophil
BM1_bcEIGY,Erythroid
BM1_bcGJQO,Erythroid
BM1_bcDSIH,Platelet
BM1_bcABCR,Erythroid
BM1_bcHRAY,Erythroid
BM1_bcDZAV,Erythroid
BM1_bcEZWC,Erythroid
BM1_bcCYAW,Erythroid
BM1_bcAWPY,Erythroid
BM1_bcEXDI,Erythroid
BM1_bcFHUB,Basophil
BM1_bcBCDN,Erythroid
BM1_bcFGOM,Erythroid
BM1_bcAFNZ,Erythroid
BM1_bcCWPQ,Erythroid
BM1_bcGKQK,Erythroid
BM1_bcEYRK,Erythroid
BM1_bcGFJT,Platelet
BM1_bcDVLR,Erythroid
BM1_bcAGDJ,Erythroid
BM1_bcDKWX,Erythroid
BM1_bcEBAT,Erythroid
BM1_bcCOIB,Erythroid
BM1_bcGLEJ,Erythroid
BM1_bcIJFA,Erythroid
BM1_bcFHRU,Erythroid
BM1_bcGREE,Erythroid
BM1_bcDOOM,Erythroid
BM1_bcAKOL,Erythroid
BM1_bcAJOL,Erythroid
BM1_bcDOAG,Erythroid
BM1_bcCOFL,Erythroid
BM1_bcFMYF,Erythroid
BM1_bcHQWJ,Erythroid
BM1_bcGGHG,Erythroid
BM1_bcGRDN,Erythroid
BM1_bcDRLN,Erythroid
BM1_bcFVVD,Erythroid
BM1_bcBGAA,Erythroid
BM1_bcENED,Erythroid
BM1_bcHHWO,Erythroid
BM1_bcHKMH,Granulocyte
BM1_bcEAWM,Granulocyte
BM1_bcCPCX,Granulocyte
BM1_bcBKIV,Granulocyte
BM1_bcGZMZ,Granulocyte
BM1_bcAJTT,Granulocyte
BM1_bcBIVK,Granulocyte
BM1_bcHMMY,Granulocyte
BM1_bcEXOO,Granulocyte
BM1_bcFUDK,Granulocyte
BM1_bcFQEW,Granulocyte
BM1_bcHYNB,Granulocyte
BM1_bcCKPC,Granulocyte
BM1_bcDEKC,Granulocyte
BM1_bcFNOF,Granulocyte
BM1_bcFSOU,Granulocyte
BM1_bcEPOH,Granulocyte
BM1_bcDYFV,Granulocyte
BM1_bcFPME,Granulocyte
BM1_bcGBGR,Granulocyte
BM1_bcAISI,Granulocyte
BM1_bcAUTM,Granulocyte
BM1_bcEWDE,Granulocyte
BM1_bcHAEL,Granulocyte
BM1_bcCEKO,Granulocyte
BM1_bcFRQC,Monocyte
BM1_bcECZW,Granulocyte
BM1_bcGGIQ,Granulocyte
BM1_bcICBR,Granulocyte
BM1_bcCQWA,Granulocyte
BM1_bcDXDB,Granulocyte
BM1_bcFOQK,Granulocyte
BM1_bcBAZZ,Granulocyte
BM1_bcHSME,Granulocyte
BM1_bcDMFD,Granulocyte
BM1_bcBEGV,Granulocyte
BM1_bcCWOP,Granulocyte
BM1_bcHEUQ,Granulocyte
BM1_bcECNK,Granulocyte
BM1_bcBILS,Granulocyte
BM1_bcEJKI,Granulocyte
BM1_bcAUMG,Granulocyte
BM1_bcACLC,Granulocyte
BM1_bcAUWF,Granulocyte
BM1_bcGPOY,Granulocyte
BM1_bcEOCI,Granulocyte
BM1_bcDHXS,Granulocyte
BM1_bcGHJL,Granulocyte
BM1_bcDQFB,Myeloid-biased-MPP
BM1_bcIFKV,Granulocyte
BM1_bcASHQ,Granulocyte
BM1_bcDYRW,Granulocyte
BM1_bcHWQF,Granulocyte
BM1_bcERUU,Granulocyte
BM1_bcAZNJ,Granulocyte
BM1_bcDMSG,Granulocyte
BM1_bcEWAK,Granulocyte
BM1_bcGQRB,Granulocyte
BM1_bcAJSJ,Granulocyte
BM1_bcCZYO,Granulocyte
BM1_bcDVGX,Granulocyte
BM1_bcCWEH,Granulocyte
BM1_bcBOIO,Granulocyte
BM1_bcBHSB,Granulocyte
BM1_bcFKFV,Granulocyte
BM1_bcALKV,Granulocyte
BM1_bcGSRX,Granulocyte
BM1_bcBTSY,Granulocyte
BM1_bcHKFX,Granulocyte
BM1_bcBBYN,Granulocyte
BM1_bcCYCG,Granulocyte
BM1_bcGSHH,Granulocyte
BM1_bcGJVU,Granulocyte
BM1_bcHXGF,Granulocyte
BM1_bcCEIZ,Granulocyte
BM1_bcDOZE,Granulocyte
BM1_bcEIUT,Granulocyte
BM1_bcCFVW,Granulocyte
BM1_bcAKEA,Granulocyte
BM1_bcAFCN,Granulocyte
BM1_bcEGOO,Granulocyte
BM1_bcEJGY,Granulocyte
BM1_bcGEPI,Granulocyte
BM1_bcAZUM,Granulocyte
BM1_bcHBNJ,Granulocyte
BM1_bcFFMK,Granulocyte
BM1_bcBPZU,Granulocyte
BM1_bcCLAS,Granulocyte
BM1_bcEJQC,Granulocyte
BM1_bcDMXA,Granulocyte
BM1_bcBBKU,Granulocyte
BM1_bcIFTM,Granulocyte
BM1_bcEKRV,Granulocyte
BM1_bcEJQF,Granulocyte
BM1_bcCFNR,Granulocyte
BM1_bcCJVQ,Granulocyte
BM1_bcCHDI,Granulocyte
BM1_bcBUYC,Granulocyte
BM1_bcDKAE,Granulocyte
BM1_bcBMAT,Granulocyte
BM1_bcAZMX,Granulocyte
BM1_bcBNOG,Granulocyte
BM1_bcDACO,Granulocyte
BM1_bcDKLE,Granulocyte
BM1_bcECCC,Granulocyte
BM1_bcEAMO,Granulocyte
BM1_bcAVDK,Granulocyte
BM1_bcGUEM,Granulocyte
BM1_bcHREK,Granulocyte
BM1_bcDAKK,Granulocyte
BM1_bcGRPX,Granulocyte
BM1_bcHAVP,Granulocyte
BM1_bcGYLI,Granulocyte
BM1_bcGISF,Granulocyte
BM1_bcEHZM,Granulocyte
BM1_bcBDMT,Granulocyte
BM1_bcAEXH,Granulocyte
BM1_bcATTL,Granulocyte
BM1_bcCRUJ,Granulocyte
BM1_bcGNRZ,Granulocyte
BM1_bcHEYT,Granulocyte
BM1_bcGYKZ,Granulocyte
BM1_bcDXXY,Granulocyte
BM1_bcGZGB,Granulocyte
BM1_bcGPGF,Granulocyte
BM1_bcCWQF,Granulocyte
BM1_bcAOGD,Granulocyte
BM1_bcALTW,Myeloid-biased-MPP
BM1_bcHIUG,Granulocyte
BM1_bcIIMX,Granulocyte
BM1_bcHAPK,Granulocyte
BM1_bcAJPN,Granulocyte
BM1_bcBADJ,Granulocyte
BM1_bcCZRI,Granulocyte
BM1_bcHAMG,Granulocyte
BM1_bcBBKA,Granulocyte
BM1_bcAHNY,Granulocyte
BM1_bcIDJF,Myeloid-biased-MPP
BM1_bcHGFW,Granulocyte
BM1_bcAQTX,Granulocyte
BM1_bcCHYI,Granulocyte
BM1_bcFMUG,Granulocyte
BM1_bcGCXC,Granulocyte
BM1_bcGESX,Granulocyte
BM1_bcDHTR,Granulocyte
BM1_bcEKEY,Granulocyte
BM1_bcGGDG,Myeloid-biased-MPP
BM1_bcCNBV,Granulocyte
BM1_bcDDWH,Myeloid-biased-MPP
BM1_bcEPLG,Granulocyte
BM1_bcDLIM,Granulocyte
BM1_bcEEZW,Granulocyte
BM1_bcGORO,Granulocyte
BM1_bcABLX,Granulocyte
BM1_bcGCDC,Granulocyte
BM1_bcFQSS,Granulocyte
BM1_bcDKPJ,Granulocyte
BM1_bcHHJB,Granulocyte
BM1_bcAJKV,Granulocyte
BM1_bcASIF,Granulocyte
BM1_bcEHXE,Granulocyte
BM1_bcEVJU,Granulocyte
BM1_bcFFSJ,Granulocyte
BM1_bcFISI,Granulocyte
BM1_bcDUVM,Granulocyte
BM1_bcBGRN,Granulocyte
BM1_bcEYYC,Granulocyte
BM1_bcDDTS,Granulocyte
BM1_bcCEWO,Granulocyte
BM1_bcAKAT,Granulocyte
BM1_bcDTVA,Granulocyte
BM1_bcFEGF,Granulocyte
BM1_bcCWJV,Granulocyte
BM1_bcATKW,Granulocyte
BM1_bcCHIH,Granulocyte
BM1_bcEBPL,Granulocyte
BM1_bcFYXA,Granulocyte
BM1_bcHTCA,Granulocyte
BM1_bcCBAS,Granulocyte
BM1_bcDLBH,Granulocyte
BM1_bcATWG,Granulocyte
BM1_bcDMTZ,Granulocyte
BM1_bcCIUB,Granulocyte
BM1_bcGLON,Granulocyte
BM1_bcCCHB,Granulocyte
BM1_bcAETC,Granulocyte
BM1_bcIBXV,Granulocyte
BM1_bcHKFK,Granulocyte
BM1_bcIGZN,Granulocyte
BM1_bcETZR,Granulocyte
BM1_bcEIVC,Granulocyte
BM1_bcEUKD,Granulocyte
BM1_bcAPGM,Granulocyte
BM1_bcDGZZ,Monocyte
BM1_bcACVU,Granulocyte
BM1_bcAYHG,Granulocyte
BM1_bcEYMM,Granulocyte
BM1_bcDGCK,Myeloid-biased-MPP
BM1_bcDRIP,Granulocyte
BM1_bcDZNZ,Granulocyte
BM1_bcDCZV,Granulocyte
BM1_bcHMVV,Granulocyte
BM1_bcHKSQ,Granulocyte
BM1_bcCKZY,Granulocyte
BM1_bcDRYR,Granulocyte
BM1_bcHZVB,Granulocyte
BM1_bcGFCN,Granulocyte
BM1_bcADTW,Granulocyte
BM1_bcDGPM,Granulocyte
BM1_bcAJXX,Granulocyte
BM1_bcEJOM,Granulocyte
BM1_bcFLRJ,Granulocyte
BM1_bcAPFG,Granulocyte
BM1_bcAKTE,Granulocyte
BM1_bcGECM,Granulocyte
BM1_bcDSCA,Granulocyte
BM1_bcEZZQ,Granulocyte
BM1_bcCDPZ,Granulocyte
BM1_bcAYPE,Granulocyte
BM1_bcIAIJ,Granulocyte
BM1_bcENDT,Granulocyte
BM1_bcHLRT,Granulocyte
BM1_bcIHCM,Granulocyte
BM1_bcEERN,Granulocyte
BM1_bcGAGQ,Granulocyte
BM1_bcFQFP,Granulocyte
BM1_bcGNBM,Granulocyte
BM1_bcDIIB,Granulocyte
BM1_bcHNXF,Granulocyte
BM1_bcDMVC,Granulocyte
BM1_bcBIMD,Granulocyte
BM1_bcFXED,Granulocyte
BM1_bcAUGH,Myeloid-biased-MPP
BM1_bcFLZJ,Granulocyte
BM1_bcBZRY,Granulocyte
BM1_bcHDCY,Granulocyte
BM1_bcCLMA,Granulocyte
BM1_bcEXTH,Granulocyte
BM1_bcHGNK,Granulocyte
BM1_bcGENW,Granulocyte
BM1_bcGASY,Granulocyte
BM1_bcDSAA,Granulocyte
BM1_bcHLEC,Granulocyte
BM1_bcGXYX,Granulocyte
BM1_bcEHLP,Granulocyte
BM1_bcAACZ,Granulocyte
BM1_bcCIZO,Granulocyte
BM1_bcGNKX,Granulocyte
BM1_bcAEZF,Granulocyte
BM1_bcAAPW,Granulocyte
BM1_bcCPSJ,Granulocyte
BM1_bcDFTO,Granulocyte
BM1_bcAWMU,Granulocyte
BM1_bcDCTC,Granulocyte
BM1_bcHMPB,Granulocyte
BM1_bcHTAX,Granulocyte
BM1_bcDJAY,Granulocyte
BM1_bcGBWM,Granulocyte
BM1_bcEAAO,Granulocyte
BM1_bcEVNG,Granulocyte
BM1_bcEFWK,Granulocyte
BM1_bcDTFK,Granulocyte
BM1_bcBCNO,Granulocyte
BM1_bcDYOQ,Granulocyte
BM1_bcGGQO,Granulocyte
BM1_bcIAWA,Granulocyte
BM1_bcIBPW,Granulocyte
BM1_bcCXEZ,Granulocyte
BM1_bcGZUW,Granulocyte
BM1_bcECFO,Granulocyte
BM1_bcCYWH,Granulocyte
BM1_bcEOME,Myeloid-biased-MPP
BM1_bcBXTK,Granulocyte
BM1_bcCZAB,Granulocyte
BM1_bcDATT,Granulocyte
BM1_bcFFJN,Granulocyte
BM1_bcFASC,Monocyte
BM1_bcBJME,Granulocyte
BM1_bcHAIC,Granulocyte
BM1_bcFAFC,Granulocyte
BM1_bcDALV,Granulocyte
BM1_bcDVLS,Monocyte
BM1_bcDCQG,Monocyte
BM1_bcGLWA,Monocyte
BM1_bcFJQG,Granulocyte
BM1_bcFRYS,Granulocyte
BM1_bcBPWN,Monocyte
BM1_bcCHHZ,Monocyte
BM1_bcCOFG,Granulocyte
BM1_bcCWEP,Granulocyte
BM1_bcCPLZ,Granulocyte
BM1_bcCZPV,Granulocyte
BM1_bcIGKD,Monocyte
BM1_bcGIVZ,Granulocyte
BM1_bcAIRN,Granulocyte
BM1_bcHHRF,Granulocyte
BM1_bcESIW,Granulocyte
BM1_bcFZEN,Granulocyte
BM1_bcAQXP,Granulocyte
BM1_bcGKLR,Granulocyte
BM1_bcFEYJ,Monocyte
BM1_bcHNAL,Granulocyte
BM1_bcFEAO,Granulocyte
BM1_bcAOCK,Monocyte
BM1_bcHSDJ,Granulocyte
BM1_bcHWQS,Monocyte
BM1_bcBDKN,Granulocyte
BM1_bcGTNO,Granulocyte
BM1_bcAQLF,Monocyte
BM1_bcGLSB,Granulocyte
BM1_bcDXOB,Monocyte
BM1_bcFLGG,Granulocyte
BM1_bcGALA,Granulocyte
BM1_bcEDKJ,Monocyte
BM1_bcFRNK,Granulocyte
BM1_bcCBBC,Granulocyte
BM1_bcDIGO,Granulocyte
BM1_bcBNTE,Monocyte
BM1_bcHTAK,Granulocyte
BM1_bcFFNM,Granulocyte
BM1_bcHSWQ,Monocyte
BM1_bcCDSH,Granulocyte
BM1_bcIGJL,Granulocyte
BM1_bcCEXE,Granulocyte
BM1_bcABGF,Granulocyte
BM1_bcDLAO,Monocyte
BM1_bcEMRW,Granulocyte
BM1_bcFQNH,Monocyte
BM1_bcEVWY,Granulocyte
BM1_bcCIKO,Granulocyte
BM1_bcASBA,Granulocyte
BM1_bcBBBH,Monocyte
BM1_bcBFGP,Granulocyte
BM1_bcCEJG,Granulocyte
BM1_bcHQNU,Granulocyte
BM1_bcFGDV,Monocyte
BM1_bcDTXR,Granulocyte
BM1_bcAKCS,Granulocyte
BM1_bcBUBR,Monocyte
BM1_bcDUPY,Granulocyte
BM1_bcCVOT,Granulocyte
BM1_bcFPIS,Granulocyte
BM1_bcCEYZ,Monocyte
BM1_bcAMUR,Granulocyte
BM1_bcDOHD,Granulocyte
BM1_bcBUXH,Granulocyte
BM1_bcHPYM,Granulocyte
BM1_bcBOBV,Granulocyte
BM1_bcFMWF,Granulocyte
BM1_bcFGXW,Granulocyte
BM1_bcHGQE,Granulocyte
BM1_bcDSBX,Granulocyte
BM1_bcHKBV,Granulocyte
BM1_bcHOTU,Granulocyte
BM1_bcBHVI,Granulocyte
BM1_bcASHX,Monocyte
BM1_bcHOFC,Monocyte
BM1_bcBNQW,Granulocyte
BM1_bcDRJR,Granulocyte
BM1_bcGNTB,Granulocyte
BM1_bcBSRL,Granulocyte
BM1_bcICZH,Granulocyte
BM1_bcIBXB,Granulocyte
BM1_bcBHVH,Granulocyte
BM1_bcHCKV,Granulocyte
BM1_bcARHA,Monocyte
BM1_bcIIOC,Granulocyte
BM1_bcDOCH,Granulocyte
BM1_bcFNUJ,Granulocyte
BM1_bcHBOE,Granulocyte
BM1_bcASAX,Granulocyte
BM1_bcCMIR,Granulocyte
BM1_bcHVWD,Monocyte
BM1_bcBFCZ,Granulocyte
BM1_bcGGUF,Granulocyte
BM1_bcDARP,Granulocyte
BM1_bcAXUR,Granulocyte
BM1_bcDSHZ,HSC/MPP
BM1_bcDEGV,Granulocyte
BM1_bcHHNM,Monocyte
BM1_bcFBCT,Monocyte
BM1_bcIADA,Monocyte
BM1_bcBMDA,Monocyte
BM1_bcGYZU,Monocyte
BM1_bcADAS,Monocyte
BM1_bcBWYC,Monocyte
BM1_bcCXUJ,Monocyte
BM1_bcDQAE,Monocyte
BM1_bcGNEF,Monocyte
BM1_bcAHVF,Monocyte
BM1_bcBGCH,Monocyte
BM1_bcDIVD,Monocyte
BM1_bcGLCL,Monocyte
BM1_bcBTBQ,Monocyte
BM1_bcFPDB,Monocyte
BM1_bcBVLX,Monocyte
BM1_bcFJJJ,Monocyte
BM1_bcGJAF,Monocyte
BM1_bcDAPY,Monocyte
BM1_bcEIPS,Monocyte
BM1_bcEMVY,Monocyte
BM1_bcBEVK,Monocyte
BM1_bcFILJ,Monocyte
BM1_bcCDSI,Monocyte
BM1_bcGBLI,Monocyte
BM1_bcHPAK,Monocyte
BM1_bcCKDJ,Monocyte
BM1_bcIJLK,Monocyte
BM1_bcAORI,Monocyte
BM1_bcEMKJ,Monocyte
BM1_bcBMIV,Monocyte
BM1_bcAPDX,Monocyte
BM1_bcGODW,Monocyte
BM1_bcBFVU,Monocyte
BM1_bcFMPX,Monocyte
BM1_bcDOWU,Monocyte
BM1_bcBXFM,Monocyte
BM1_bcCYOK,Monocyte
BM1_bcELUT,Monocyte
BM1_bcEHSK,Monocyte
BM1_bcALOP,Monocyte
BM1_bcEIUI,Monocyte
BM1_bcEEUO,Monocyte
BM1_bcGSBE,Monocyte
BM1_bcFOUH,Monocyte
BM1_bcAMTR,Monocyte
BM1_bcDWWY,Monocyte
BM1_bcDDQS,Monocyte
BM1_bcFQAO,Monocyte
BM1_bcDHIW,Monocyte
BM1_bcHUON,Monocyte
BM1_bcCXUK,Monocyte
BM1_bcAWEX,Monocyte
BM1_bcEUHV,Monocyte
BM1_bcAYPK,Monocyte
BM1_bcGLUJ,Monocyte
BM1_bcCMWJ,Monocyte
BM1_bcAXYT,Monocyte
BM1_bcDFXW,Monocyte
BM1_bcBVFT,Monocyte
BM1_bcHUCW,Monocyte
BM1_bcBPDR,Monocyte
BM1_bcFXNX,Monocyte
BM1_bcBIKV,Monocyte
BM1_bcFKCC,Monocyte
BM1_bcFPAT,Monocyte
BM1_bcCBFG,Monocyte
BM1_bcFXPE,Monocyte
BM1_bcHAHF,Monocyte
BM1_bcGITQ,Monocyte
BM1_bcDZWM,Monocyte
BM1_bcACAU,Monocyte
BM1_bcIAAB,Monocyte
BM1_bcFICO,Monocyte
BM1_bcHWRM,Monocyte
BM1_bcAMZN,Monocyte
BM1_bcCJTC,Monocyte
BM1_bcAHAW,Monocyte
BM1_bcGNPT,Monocyte
BM1_bcBBPX,Monocyte
BM1_bcGNIN,Monocyte
BM1_bcAPUP,Monocyte
BM1_bcEUQC,Monocyte
BM1_bcAMIE,Monocyte
BM1_bcAGZV,Monocyte
BM1_bcEHCT,Monocyte
BM1_bcEUMV,Monocyte
BM1_bcHYQW,Monocyte
BM1_bcEVAQ,Monocyte
BM1_bcEVFY,Monocyte
BM1_bcBFEJ,Monocyte
BM1_bcDXHM,Monocyte
BM1_bcBPEL,Monocyte
BM1_bcAFOV,Monocyte
BM1_bcGSFX,Monocyte
BM1_bcCNVO,Monocyte
BM1_bcDXUT,Monocyte
BM1_bcFZYJ,Monocyte
BM1_bcHTTB,Monocyte
BM1_bcBMNO,Monocyte
BM1_bcDOVJ,Monocyte
BM1_bcDASK,Monocyte
BM1_bcAEWW,Monocyte
BM1_bcESJC,Monocyte
BM1_bcFLQA,Monocyte
BM1_bcFPDS,Monocyte
BM1_bcBLQP,Monocyte
BM1_bcHWZS,Monocyte
BM1_bcDWNN,Monocyte
BM1_bcAJHX,Monocyte
BM1_bcELXS,Monocyte
BM1_bcFVKU,Monocyte
BM1_bcGYOR,Monocyte
BM1_bcCJOG,Monocyte
BM1_bcIAYB,Monocyte
BM1_bcHQXQ,Monocyte
BM1_bcAMGJ,Monocyte
BM1_bcHWYZ,Monocyte
BM1_bcECBA,Monocyte
BM1_bcBNCV,Monocyte
BM1_bcAACQ,Monocyte
BM1_bcCGQN,Monocyte
BM1_bcBHQA,Monocyte
BM1_bcHGVX,Monocyte
BM1_bcAIJT,Monocyte
BM1_bcFOTL,Monocyte
BM1_bcCDHB,Monocyte
BM1_bcAIXR,Monocyte
BM1_bcGBYW,Monocyte
BM1_bcCQNM,Monocyte
BM1_bcEAXD,Monocyte
BM1_bcAMDD,Monocyte
BM1_bcELHH,Monocyte
BM1_bcHEBE,Monocyte
BM1_bcGKKZ,Monocyte
BM1_bcCOLJ,Monocyte
BM1_bcBOQT,Monocyte
BM1_bcABEA,Monocyte
BM1_bcHYOE,Monocyte
BM1_bcIHQX,Monocyte
BM1_bcAIVH,Monocyte
BM1_bcIGAL,Monocyte
BM1_bcIIWP,Monocyte
BM1_bcANVU,Monocyte
BM1_bcEAEQ,Monocyte
BM1_bcDABM,Monocyte
BM1_bcDZBZ,Monocyte
BM1_bcDRFI,Monocyte
BM1_bcHCZJ,Monocyte
BM1_bcATMC,Monocyte
BM1_bcCMRY,Monocyte
BM1_bcBCMC,Monocyte
BM1_bcGMLJ,Monocyte
BM1_bcDAXX,Monocyte
BM1_bcCMAU,Monocyte
BM1_bcBRQK,Monocyte
BM1_bcGUKB,Monocyte
BM1_bcAASH,Monocyte
BM1_bcESSZ,Monocyte
BM1_bcBJSF,Monocyte
BM1_bcGZQN,Monocyte
BM1_bcGUNU,Monocyte
BM1_bcGLQJ,Monocyte
BM1_bcFJIO,Monocyte
BM1_bcCBUN,Monocyte
BM1_bcCYKM,Monocyte
BM1_bcATLO,Monocyte
BM1_bcIGZL,Monocyte
BM1_bcDNGU,Monocyte
BM1_bcASLK,Monocyte
BM1_bcHPXC,Monocyte
BM1_bcGEOD,Monocyte
BM1_bcCHVY,Monocyte
BM1_bcBHCJ,Monocyte
BM1_bcDVBY,Monocyte
BM1_bcICZX,Granulocyte
BM1_bcDGQL,Monocyte
BM1_bcIHBF,Monocyte
BM1_bcFZPU,Monocyte
BM1_bcHQZN,Monocyte
BM1_bcBDWF,Monocyte
BM1_bcGWCP,Monocyte
BM1_bcHDXC,Monocyte
BM1_bcFAIW,Monocyte
BM1_bcAYJJ,Monocyte
BM1_bcCGEJ,Monocyte
BM1_bcCMMR,Monocyte
BM1_bcCYTM,Monocyte
BM1_bcBBNM,Monocyte
BM1_bcBICK,Monocyte
BM1_bcCHVS,Monocyte
BM1_bcDECE,Monocyte
BM1_bcADQX,Monocyte
BM1_bcIHJF,Monocyte
BM1_bcDPWL,Monocyte
BM1_bcFNJQ,Monocyte
BM1_bcHBXB,Monocyte
BM1_bcFXWK,Monocyte
BM1_bcEELJ,Monocyte
BM1_bcEVZE,Monocyte
BM1_bcGNQR,Monocyte
BM1_bcGYIR,Monocyte
BM1_bcGUCF,Monocyte
BM1_bcGAXC,Monocyte
BM1_bcGJHG,Monocyte
BM1_bcCBUS,Monocyte
BM1_bcDARF,Monocyte
BM1_bcDHKX,Monocyte
BM1_bcFVKP,HSC/MPP
BM1_bcIHZS,Lymphoid
BM1_bcAJIT,Lymphoid
BM1_bcFKJA,Monocyte
BM1_bcBZRN,HSC/MPP
BM1_bcHLMF,Lymphoid
BM1_bcEVHC,Lymphoid
BM1_bcBDNV,HSC/MPP
BM1_bcHTFP,Lymphoid
BM1_bcDNYY,Lymphoid
BM1_bcGKLE,HSC/MPP
BM1_bcCCPK,Lymphoid
BM1_bcDMFN,HSC/MPP
BM1_bcDKZJ,Monocyte
BM1_bcCLSU,HSC/MPP
BM1_bcDEFH,Erythroid
BM1_bcDMME,Monocyte
BM1_bcBQWU,Lymphoid
BM1_bcAWLV,HSC/MPP
BM1_bcHEMF,HSC/MPP
BM1_bcEFMI,Lymphoid
BM1_bcCCCF,HSC/MPP
BM1_bcCUML,Lymphoid
BM1_bcDQCW,HSC/MPP
BM1_bcHENF,Lymphoid
BM1_bcBXPH,Lymphoid
BM1_bcAFHM,Monocyte
BM1_bcHKQG,HSC/MPP
BM1_bcABDX,Erythroid
BM1_bcIFOI,HSC/MPP
BM1_bcADUN,HSC/MPP
BM1_bcCTQG,Lymphoid
BM1_bcEEQV,Lymphoid
BM1_bcBFDY,Lymphoid
BM1_bcFFAQ,HSC/MPP
BM1_bcHPHB,Lymphoid
BM1_bcCLPG,Lymphoid
BM1_bcBMSG,Lymphoid
BM1_bcHNBU,Lymphoid
BM1_bcIGAJ,HSC/MPP
BM1_bcHAWR,Monocyte
